lat,lng,,IN_FID,loc,Street Address,City,State,Zip Code,Cross Streets,Phone Number,Closed_Renovations,Sunday Open,Sunday Close,Monday  Open,Monday  Close,Tuesday  Open,Tuesday Close,Wednesday Open,Wednesday  Close,Thursday Open,Thursday Close,Friday Open,Friday  Close,Saturday Open,Saturday  Close,Library,Adult_Education,LEAP_After_School_Program,Baby_changing_station,Bicycle_rack,Book_drop_box,Change_machine,Children's_only_restroom,Computer_lab,Computers_for_public_use,Electrical_outlets_available,Handicapped_Accessible,Meeting_space_(reservation_required),Pay_Phone,Parking_lot,Photocopier_(black/white),Printing_(black/white),Public_restrooms,Screen_magnify_tools_,Screen-reading_software_(JAWS),Self-service_check-out,Street_parking,Street_parking_(free),Street_parking_(metered),Water_fountain,Wireless_internet_access_(wi/fi),Facebook,Newsletter,Twitter,Library_Website,X54,Branch,Initials,P_1,P_2,avg_days,Med_days,se16,oc16,Sum,Pre_16,School_16,Child_Sum,Teen_16,Sum_Read1,Sum_Read2,NISV_14,NISV_15,NISV_16,NISV_Total,AISV_14,AISV_15,AISV_16,AISV_TOT,NISRP_14,NISRP_15,NISRP_16,NISRP_tot,AISRP_14,AISRP_15,AISRP_16,AISRP_tot,NPIP_14,NPIP_15,NPIP_16,NPIP_tot,APIP_14,APIP_15,APIP_16,APIP_tot,NOSV_14,NOSV_15,NOSV_16,NOSV_tot,AOSV_14,AOSV_15,AOSV_16,AOSV_tot,NOSRP_14,NOSRP_15,NOSRP_16,NOSRP_tot,AOSRP_14,AOSRP_15,AOSRP_16,AOSRP_tot,NPOP_14,NPOP_15,NPOP_16,NPOP_17,APOP_14,APOP_15,APOP_16,APOP_tot,Rowid_.x,OBJECTID.x,NEAR_FID.x,NEAR_DIST.x,near_dhs,Rowid_.y,OBJECTID.y,NEAR_FID.y,NEAR_DIST.y,near_ppr_asset,Rowid_.x,OBJECTID.x,NEAR_FID.x,NEAR_DIST.x,near_pools,Rowid_.y,OBJECTID.y,NEAR_FID.y,NEAR_DIST.y,near_pal.x,Rowid_.x,OBJECTID.x,NEAR_FID.x,NEAR_DIST.x,near_ppr_ost,Rowid_.y,OBJECTID.y,NEAR_FID.y,NEAR_DIST.y,near_pal.y
40.014201,-75.191874,11,10,Falls of Schuylkill Library,3501 Midvale Avenue,Philadelphia,PA,19129-1633,Warden Dr. & Midvale Ave.,"215-685-2093",n/a,Closed,Closed,12:00,20:00,10:00:00,18:00:00,12:00:00,20:00:00,10:00:00,18:00:00,10:00,17:00,10:00,17:00,Falls of Schuylkill Library,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,n/a,1,n/a,https://libwww.freelibrary.org/locations/falls-of-schuylkill-library,NA,Falls of Schuylkill Library,FAL,51,31,6,6,93,93,186,57,125,182,0,182,182,19,3,11,97,328,35,184,547,8,25,2,35,194,1050,54,1298,222,131,84,437,4633,3421,1843,9897,0,4,2,6,0,73,41,114,0,0,0,0,0,0,0,0,0,4,4,8,0,73,85,158,NA,0,365,203.4661426,203.4661426,NA,0,306,106.3817508,106.3817508,NA,0,49,161.4113989,161.4113989,NA,0,13,7434.224953,7434.224953,NA,0,23,146.4399233,146.4399233,NA,0,13,7434.224953,7434.224953
39.971787,-75.127347,12,11,Fishtown Community Library,1217 East Montgomery Avenue,Philadelphia,PA,19125-3445,Montgomery Ave. & Flora St.,215-685-9990,n/a,Closed,Closed,12:00,20:00,10:00:00,18:00:00,12:00:00,20:00:00,10:00:00,18:00:00,10:00,17:00,10:00,17:00,Fishtown Community Library,temp closed - 12/03/2016 - due to lack of heat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/Fishtown-Community-Branch-120759407984313/,1,n/a,https://libwww.freelibrary.org/locations/fishtown-community-library,NA,Fishtown Community Library,FSH,22,NA,NA,NA,NA,NA,NA,58,112,170,55,225,225,0,0,1,33,0,0,10,10,0,0,1,1,0,0,33,33,2,46,66,114,53,1005,1949,3007,0,0,8,8,0,0,117,117,0,0,5,5,0,0,73,73,44,45,65,154,641,674,996,2311,NA,0,1634,1533.930862,1533.930862,NA,0,206,1521.36162,1521.36162,NA,0,13,6310.412597,6310.412597,NA,0,10,8775.656248,8775.656248,NA,0,31,8162.215256,8162.215256,NA,0,10,8775.656248,8775.656248
40.07656,-75.082501,13,12,Fox Chase Library,501 Rhawn Street,Philadelphia,PA,19111-2504,Rhawn & Jeanes Sts.,215-685-0547,n/a,Closed,Closed,12:00,20:00,10:00:00,18:00:00,12:00:00,20:00:00,10:00:00,18:00:00,10:00,17:00,Closed,Closed,Fox Chase Library,temp closed - 12/05/2016 - due to building repair,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/FoxChaseLibrary,1,n/a,https://libwww.freelibrary.org/locations/fox-chase-library,NA,Fox Chase Library,FOX,NA,NA,NA,NA,NA,NA,NA,132,471,603,70,673,673,0,0,0,1,0,0,0,0,1,7,5,13,12,209,58,279,25,35,36,96,542,624,625,1791,3,0,0,3,85,0,0,85,0,0,0,0,0,0,0,0,11,17,16,44,353,539,563,1455,NA,0,83,42.57822803,42.57822803,NA,0,420,189.1127432,189.1127432,NA,0,20,1034.20592,1034.20592,NA,0,6,7842.045081,7842.045081,NA,0,26,667.9183601,667.9183601,NA,0,6,7842.045081,7842.045081
40.015615,-75.084747,14,13,Frankford Library,4634 Frankford Avenue,Philadelphia,PA,19124-5804,"Frankford Ave. & Overington St.",215-685-1473,n/a,Closed,Closed,11:00,19:00,10:00:00,18:00:00,11:00:00,19:00:00,10:00:00,18:00:00,10:00,17:00,10:00,17:00,Frankford Library,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,https://www.facebook.com/FrankfordLibrary,1,n/a,https://libwww.freelibrary.org/locations/frankford-library,NA,Frankford Library,FRK,5,NA,NA,NA,NA,NA,NA,7,65,72,29,101,101,0,0,0,0,0,0,0,0,2,1,0,3,54,30,0,84,42,40,3,85,722,704,34,1460,1,0,0,1,24,0,0,24,0,0,0,0,0,0,0,0,6,0,0,6,104,0,0,104,NA,0,1008,413.202137,413.202137,NA,0,287,1064.247949,1064.247949,NA,0,31,2845.242785,2845.242785,NA,0,5,3600.93793,3600.93793,NA,0,30,1544.908242,1544.908242,NA,0,5,3600.93793,3600.93793
39.9197077,-75.1703664,15,14,Fumo Family Library,2437 South Broad Street,Philadelphia,PA,19148-3508,Ritner & Broad St.,215-685-1758,n/a,Closed,Closed,12:00,20:00,10:00:00,18:00:00,12:00:00,20:00:00,10:00:00,18:00:00,10:00,17:00,10:00,17:00,Fumo Family Library,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/FumoFamilyLibrary/,1,https://twitter.com/FumoFamLibrary,https://libwww.freelibrary.org/locations/fumo-family-library,NA,Fumo Family Library,FFB,33,33,8.18,8,130,140,270,6,11,17,0,17,17,0,0,0,0,0,0,0,0,3,7,0,10,71,136,0,207,143,89,109,341,2453,1866,2551,6870,3,0,0,3,51,0,0,51,0,0,0,0,0,0,0,0,12,4,5,21,288,52,323,663,NA,0,1620,277.7227811,277.7227811,NA,0,9,199.1421047,199.1421047,NA,0,52,4256.720916,4256.720916,NA,0,2,2665.312092,2665.312092,NA,0,55,2730.446524,2730.446524,NA,0,2,2665.312092,2665.312092
40.034744,-75.130879,16,15,Greater Olney Library,5501 North 5th Street,Philadelphia,PA,19120-2805,5th St. and Tabor Rd.,215-685-2846,n/a,Closed,Closed,12:00,20:00,10:00:00,18:00:00,12:00:00,20:00:00,10:00:00,18:00:00,10:00,17:00,10:00,17:00,Greater Olney Library,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/GreaterOlneyBranch,0,n/a,https://libwww.freelibrary.org/locations/greater-olney-library,NA,Greater Olney Library,GRO,NA,NA,NA,NA,NA,NA,NA,259,568,827,27,854,854,0,3,156,0,0,21,1721,1742,1,2,4,7,9,52,108,169,8,27,220,255,69,209,2649,2927,0,28,28,56,0,819,827,1646,0,1,0,1,0,33,0,33,0,32,28,60,0,964,827,1791,NA,0,387,236.3716217,236.3716217,NA,0,188,1803.08787,1803.08787,NA,0,0,2044.785917,2044.785917,NA,0,9,4279.947153,4279.947153,NA,0,11,2531.875374,2531.875374,NA,0,9,4279.947153,4279.947153
39.970048,-75.249346,17,16,Haddington Library,446 North 65th Street,Philadelphia,PA,19151-4003,"65th St. & Girard Ave.",215-685-1970,n/a,Closed,Closed,10:00,18:00,11:00:00,19:00:00,10:00:00,18:00:00,11:00:00,19:00:00,10:00,17:00,10:00,17:00,Haddington Library,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,n/a,1,n/a,https://libwww.freelibrary.org/locations/haddington-library,NA,Haddington Library,HAD,130,127,3.46,2,210,229,439,51,263,314,26,340,340,26,13,34,159,261,160,524,945,3,11,11,25,19,128,88,235,37,24,49,110,336,288,675,1299,0,0,1,1,0,0,20,20,0,0,0,0,0,0,0,0,0,0,1,1,0,0,20,20,NA,0,735,52.98011809,52.98011809,NA,0,386,623.9993548,623.9993548,NA,0,6,3029.730287,3029.730287,NA,0,11,6343.204612,6343.204612,NA,0,64,3023.715321,3023.715321,NA,0,11,6343.204612,6343.204612
39.967325,-75.231355,18,17,Haverford Library,5543 Haverford Avenue,Philadelphia,PA,19139-1432,56th St. & Haverford Ave.,"215-685-1964",n/a,Closed,Closed,12:00,20:00,10:00:00,18:00:00,12:00:00,20:00:00,10:00:00,18:00:00,10:00,17:00,10:00,17:00,Haverford Library,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,n/a,0,n/a,https://libwww.freelibrary.org/locations/haverford-library,NA,Haverford Library,HAV,NA,NA,NA,NA,NA,NA,NA,52,103,155,99,254,254,9,4,1,73,95,58,9,162,1,5,0,6,3,107,0,110,21,15,7,43,158,192,90,440,10,5,3,18,246,118,37,401,0,0,0,0,0,0,0,0,10,6,20,36,246,142,364,752,NA,0,673,332.621575,332.621575,NA,0,152,777.1082274,777.1082274,NA,0,52,969.063715,969.063715,NA,0,1,3196.734138,3196.734138,NA,0,62,852.7559192,852.7559192,NA,0,1,3196.734138,3196.734138
40.040293,-75.031184,19,18,Holmesburg Library,7810 Frankford Avenue,Philadelphia,PA,19136-3013,Frankford Ave. & Hartel St.,215-685-8756,n/a,Closed,Closed,12:00,20:00,10:00:00,18:00:00,12:00:00,20:00:00,10:00:00,18:00:00,10:00,17:00,10:00,17:00,Holmesburg Library,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,n/a,0,n/a,https://libwww.freelibrary.org/locations/holmesburg-library,NA,Holmesburg Library,HOL,46,32,6.25,6,73,127,200,52,268,320,5,325,325,0,0,0,14,0,0,0,0,0,4,3,7,0,126,135,261,16,13,6,35,317,296,228,841,3,0,0,3,80,0,0,80,0,1,0,1,0,12,0,12,26,21,5,52,660,518,110,1288,NA,0,220,95.20828764,95.20828764,NA,0,151,300.5443291,300.5443291,NA,0,74,4534.053506,4534.053506,NA,0,12,1968.448774,1968.448774,NA,0,31,4471.696721,4471.696721,NA,0,12,1968.448774,1968.448774
39.95222,-75.16417,20,19,Independence Library,"18 S. 7th Street",Philadelphia,PA,19106,7th Street between Market & Chestnut,"215-685-1633",n/a,Closed,Closed,12:00,20:00,10:00:00,18:00:00,12:00:00,20:00:00,10:00:00,18:00:00,10:00,17:00,10:00,17:00,Independence Library,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,https://www.facebook.com/IndependenceBranch,0,https://twitter.com/independencebr,https://libwww.freelibrary.org/locations/independence-library,NA,Independence Library,IND,NA,NA,NA,NA,NA,NA,NA,207,698,905,22,927,927,0,0,0,0,0,0,0,0,1,16,17,34,15,295,415,725,62,83,78,223,2285,2443,1698,6426,1,0,0,1,16,0,0,16,3,1,3,7,60,30,90,180,54,38,49,141,990,620,1010,2620,NA,0,737,223.0093244,223.0093244,NA,0,504,0,0,NA,0,55,5113.981318,5113.981318,NA,0,3,7643.16654,7643.16654,NA,0,67,2576.612,2576.612,NA,0,3,7643.16654,7643.16654
40.034635,-75.175942,21,20,Joseph E. Coleman Northwest Regional Library,68 West Chelten Avenue,Philadelphia,PA,19144-2795,"Greene St. & Chelten Ave.",215-685-2150,n/a,13:00,17:00,Closed,Closed,12:00:00,20:00:00,12:00:00,20:00:00,10:00:00,18:00:00,10:00,17:00,10:00,17:00,Joseph E. Coleman Northwest Regional Library,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,n/a,1,n/a,https://libwww.freelibrary.org/locations/joseph-e-coleman-northwest-regional-library,NA,Joseph E. Coleman Northwest Regional Library,JEC,NA,NA,NA,NA,NA,NA,NA,71,248,319,75,394,394,0,0,0,0,0,0,0,0,0,0,1,1,0,0,75,75,72,87,98,257,1311,2031,1494,4836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,544,39.24775028,39.24775028,NA,0,213,1726.879788,1726.879788,NA,0,27,3378.650709,3378.650709,NA,0,15,2945.75633,2945.75633,NA,0,58,3544.901895,3544.901895,NA,0,15,2945.75633,2945.75633
40.081476,-74.976277,22,21,Katharine Drexel Library,11099 Knights Road,Philadelphia,PA,19154-3516,Knights & Fairdale Rds.,215-685-9383,n/a,Closed,Closed,12:00,20:00,10:00:00,18:00:00,12:00:00,20:00:00,10:00:00,18:00:00,10:00,17:00,10:00,17:00,Katharine Drexel Library,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,n/a,0,n/a,https://libwww.freelibrary.org/locations/katharine-drexel-library,NA,Katharine Drexel Library,KDR,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,16,16,297,0,0,0,0,0,0,0,0,2,0,3,5,51,0,56,107,25,14,14,53,251,173,221,645,0,1,2,3,0,28,33,61,0,1,0,1,0,12,0,12,7,29,21,57,164,721,549,1434,NA,0,881,287.9571484,287.9571484,NA,0,123,133.7557549,133.7557549,NA,0,21,6500.652412,6500.652412,NA,0,15,24263.87534,24263.87534,NA,0,24,5677.93146,5677.93146,NA,0,15,24263.87534,24263.87534
